,game_date,game_pk,at_bat_number,pitch_number,balls,strikes,pitch_type,pitch_name,type,effective_speed,zone,events,description,bb_type,hit_distance_sc,launch_speed,launch_angle,stand,p_throws,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,id_ab,is_filt_pitch,is_filt_desc,is_filt_event,is_filt_any,pitch_type_prev,pitch_name_prev,type_prev
721243,2017-04-02,490099.0,1.0,1.0,0.0,0.0,FF,4-Seam Fastball,B,93.3,12.0,,ball,,,,,L,R,,,,,,490099.01.0,0,0,0,0,,,
721242,2017-04-02,490099.0,1.0,2.0,1.0,0.0,SI,Sinker,S,94.2,7.0,,foul,,,,,L,R,,,,,,490099.01.0,0,0,0,0,FF,4-Seam Fastball,B
721241,2017-04-02,490099.0,1.0,3.0,1.0,1.0,SI,Sinker,B,96.2,13.0,,ball,,,,,L,R,,,,,,490099.01.0,0,0,0,0,SI,Sinker,S
721240,2017-04-02,490099.0,1.0,4.0,2.0,1.0,SL,Slider,X,82.3,8.0,single,hit_into_play,line_drive,256.0,96.1,18.0,L,R,0.4,0.448,0.9,1.0,1.0,490099.01.0,0,0,0,0,SI,Sinker,B
721239,2017-04-02,490099.0,2.0,1.0,0.0,0.0,SI,Sinker,S,96.7,9.0,,called_strike,,,,,R,R,,,,,,490099.02.0,0,0,0,0,,,
721238,2017-04-02,490099.0,2.0,2.0,0.0,1.0,SI,Sinker,B,94.6,6.0,,ball,,,,,R,R,,,,,,490099.02.0,0,0,0,0,SI,Sinker,S
721237,2017-04-02,490099.0,2.0,3.0,1.0,1.0,SL,Slider,B,84.1,14.0,,ball,,,,,R,R,,,,,,490099.02.0,0,0,0,0,SI,Sinker,B
721236,2017-04-02,490099.0,2.0,4.0,2.0,1.0,SL,Slider,S,83.8,8.0,,called_strike,,,,,R,R,,,,,,490099.02.0,0,0,0,0,SL,Slider,B
721235,2017-04-02,490099.0,2.0,5.0,2.0,2.0,FF,4-Seam Fastball,S,98.3,1.0,strikeout,swinging_strike,,,,,R,R,,,0.0,1.0,0.0,490099.02.0,0,0,0,0,SL,Slider,S
721234,2017-04-02,490099.0,3.0,1.0,0.0,0.0,FF,4-Seam Fastball,B,97.9,11.0,,ball,,,,,L,R,,,,,,490099.03.0,0,0,0,0,,,
721233,2017-04-02,490099.0,3.0,2.0,1.0,0.0,CH,Changeup,S,88.2,7.0,,swinging_strike,,,,,L,R,,,,,,490099.03.0,0,0,0,0,FF,4-Seam Fastball,B
721232,2017-04-02,490099.0,3.0,3.0,1.0,1.0,FF,4-Seam Fastball,X,95.5,6.0,single,hit_into_play,line_drive,265.0,98.8,16.0,L,R,0.533,0.591,0.9,1.0,1.0,490099.03.0,0,0,0,0,CH,Changeup,S
721231,2017-04-02,490099.0,4.0,1.0,0.0,0.0,CH,Changeup,B,87.2,14.0,,blocked_ball,,,,,L,R,,,,,,490099.04.0,0,0,0,0,,,
721230,2017-04-02,490099.0,4.0,2.0,1.0,0.0,CH,Changeup,S,86.8,14.0,,swinging_strike,,,,,L,R,,,,,,490099.04.0,0,0,0,0,CH,Changeup,B
721229,2017-04-02,490099.0,4.0,3.0,1.0,1.0,CH,Changeup,S,87.4,9.0,,swinging_strike,,,,,L,R,,,,,,490099.04.0,0,0,0,0,CH,Changeup,S
721228,2017-04-02,490099.0,4.0,4.0,1.0,2.0,FF,4-Seam Fastball,X,95.7,12.0,grounded_into_double_play,hit_into_play,ground_ball,56.0,75.7,1.0,L,R,0.147,0.132,0.0,1.0,0.0,490099.04.0,0,0,0,0,CH,Changeup,S
721227,2017-04-02,490099.0,5.0,1.0,0.0,0.0,FF,4-Seam Fastball,B,90.7,13.0,,ball,,,,,R,L,,,,,,490099.05.0,0,0,0,0,,,
721226,2017-04-02,490099.0,5.0,2.0,1.0,0.0,SI,Sinker,B,88.6,14.0,,ball,,,,,R,L,,,,,,490099.05.0,0,0,0,0,FF,4-Seam Fastball,B
721225,2017-04-02,490099.0,5.0,3.0,2.0,0.0,SI,Sinker,X,87.7,13.0,field_out,hit_into_play,line_drive,298.0,84.9,23.0,R,L,0.233,0.229,0.0,1.0,0.0,490099.05.0,0,0,0,0,SI,Sinker,B
721224,2017-04-02,490099.0,6.0,1.0,0.0,0.0,FF,4-Seam Fastball,B,90.8,13.0,,ball,,,,,R,L,,,,,,490099.06.0,0,0,0,0,,,
721223,2017-04-02,490099.0,6.0,2.0,1.0,0.0,FF,4-Seam Fastball,X,90.8,9.0,double,hit_into_play,line_drive,345.0,102.2,17.0,R,L,0.453,0.506,1.25,1.0,1.0,490099.06.0,0,0,0,0,FF,4-Seam Fastball,B
721222,2017-04-02,490099.0,7.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,90.0,13.0,,swinging_strike,,,,,L,L,,,,,,490099.07.0,0,0,0,0,,,
721221,2017-04-02,490099.0,7.0,2.0,0.0,1.0,FC,Cutter,S,87.2,4.0,,foul,,231.0,83.2,52.0,L,L,,,,,,490099.07.0,0,0,0,0,FF,4-Seam Fastball,S
721220,2017-04-02,490099.0,7.0,3.0,0.0,2.0,FC,Cutter,B,88.5,13.0,,ball,,,,,L,L,,,,,,490099.07.0,0,0,0,0,FC,Cutter,S
721219,2017-04-02,490099.0,7.0,4.0,1.0,2.0,SI,Sinker,B,88.2,14.0,,ball,,,,,L,L,,,,,,490099.07.0,0,0,0,0,FC,Cutter,B
721218,2017-04-02,490099.0,7.0,5.0,2.0,2.0,FC,Cutter,B,88.7,13.0,,ball,,,,,L,L,,,,,,490099.07.0,0,0,0,0,SI,Sinker,B
721217,2017-04-02,490099.0,7.0,6.0,3.0,2.0,FF,4-Seam Fastball,X,91.9,6.0,field_out,hit_into_play,fly_ball,370.0,102.7,37.0,L,L,0.52,1.043,0.0,1.0,0.0,490099.07.0,0,0,0,0,FC,Cutter,B
721216,2017-04-02,490099.0,8.0,1.0,0.0,0.0,CU,Curveball,B,71.9,13.0,,ball,,,,,R,L,,,,,,490099.08.0,0,0,0,0,,,
721215,2017-04-02,490099.0,8.0,2.0,1.0,0.0,SI,Sinker,S,91.1,14.0,,foul,,,,,R,L,,,,,,490099.08.0,0,0,0,0,CU,Curveball,B
721214,2017-04-02,490099.0,8.0,3.0,1.0,1.0,CH,Changeup,S,83.3,14.0,,swinging_strike,,,,,R,L,,,,,,490099.08.0,0,0,0,0,SI,Sinker,S
721213,2017-04-02,490099.0,8.0,4.0,1.0,2.0,CH,Changeup,S,83.7,14.0,strikeout,swinging_strike,,,,,R,L,,,0.0,1.0,0.0,490099.08.0,0,0,0,0,CH,Changeup,S
721212,2017-04-02,490099.0,9.0,1.0,0.0,0.0,SL,Slider,B,80.6,14.0,,ball,,,,,R,R,,,,,,490099.09.0,0,0,0,0,,,
721211,2017-04-02,490099.0,9.0,2.0,1.0,0.0,SI,Sinker,S,93.3,8.0,,foul,,,,,R,R,,,,,,490099.09.0,0,0,0,0,SL,Slider,B
721210,2017-04-02,490099.0,9.0,3.0,1.0,1.0,CH,Changeup,S,85.7,8.0,,swinging_strike,,,,,R,R,,,,,,490099.09.0,0,0,0,0,SI,Sinker,S
721209,2017-04-02,490099.0,9.0,4.0,1.0,2.0,SL,Slider,B,83.3,14.0,,ball,,,,,R,R,,,,,,490099.09.0,0,0,0,0,CH,Changeup,S
721208,2017-04-02,490099.0,9.0,5.0,2.0,2.0,SL,Slider,S,83.8,4.0,,foul,,,,,R,R,,,,,,490099.09.0,0,0,0,0,SL,Slider,B
721207,2017-04-02,490099.0,9.0,6.0,2.0,2.0,FF,4-Seam Fastball,S,98.4,1.0,strikeout,swinging_strike,,,,,R,R,,,0.0,1.0,0.0,490099.09.0,0,0,0,0,SL,Slider,S
721206,2017-04-02,490099.0,10.0,1.0,0.0,0.0,SI,Sinker,S,97.0,8.0,,foul,,,,,L,R,,,,,,490099.010.0,0,0,0,0,,,
721205,2017-04-02,490099.0,10.0,2.0,0.0,1.0,SL,Slider,S,84.3,7.0,,called_strike,,,,,L,R,,,,,,490099.010.0,0,0,0,0,SI,Sinker,S
721204,2017-04-02,490099.0,10.0,3.0,0.0,2.0,CH,Changeup,S,87.8,13.0,strikeout,swinging_strike,,,,,L,R,,,0.0,1.0,0.0,490099.010.0,0,0,0,0,SL,Slider,S
721203,2017-04-02,490099.0,11.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,96.0,2.0,,called_strike,,,,,R,R,,,,,,490099.011.0,0,0,0,0,,,
721202,2017-04-02,490099.0,11.0,2.0,0.0,1.0,SI,Sinker,B,96.0,14.0,,ball,,,,,R,R,,,,,,490099.011.0,0,0,0,0,FF,4-Seam Fastball,S
721201,2017-04-02,490099.0,11.0,3.0,1.0,1.0,SI,Sinker,S,97.2,6.0,,foul,,,,,R,R,,,,,,490099.011.0,0,0,0,0,SI,Sinker,B
721200,2017-04-02,490099.0,11.0,4.0,1.0,2.0,CH,Changeup,S,87.7,9.0,strikeout,swinging_strike,,,,,R,R,,,0.0,1.0,0.0,490099.011.0,0,0,0,0,SI,Sinker,S
721199,2017-04-02,490099.0,12.0,1.0,0.0,0.0,FF,4-Seam Fastball,B,89.7,14.0,,ball,,,,,R,L,,,,,,490099.012.0,0,0,0,0,,,
721198,2017-04-02,490099.0,12.0,2.0,1.0,0.0,FF,4-Seam Fastball,S,89.3,6.0,,swinging_strike,,,,,R,L,,,,,,490099.012.0,0,0,0,0,FF,4-Seam Fastball,B
721197,2017-04-02,490099.0,12.0,3.0,1.0,1.0,FF,4-Seam Fastball,B,90.2,12.0,,ball,,,,,R,L,,,,,,490099.012.0,0,0,0,0,FF,4-Seam Fastball,S
721196,2017-04-02,490099.0,12.0,4.0,2.0,1.0,FC,Cutter,S,86.5,6.0,,called_strike,,,,,R,L,,,,,,490099.012.0,0,0,0,0,FF,4-Seam Fastball,B
721195,2017-04-02,490099.0,12.0,5.0,2.0,2.0,FC,Cutter,B,87.5,12.0,,ball,,,,,R,L,,,,,,490099.012.0,0,0,0,0,FC,Cutter,S
721194,2017-04-02,490099.0,12.0,6.0,3.0,2.0,FF,4-Seam Fastball,X,90.9,6.0,single,hit_into_play,ground_ball,54.0,100.5,1.0,R,L,0.427,0.384,0.9,1.0,1.0,490099.012.0,0,0,0,0,FC,Cutter,B
721193,2017-04-02,490099.0,13.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,90.7,2.0,,foul,,220.0,77.5,51.0,R,L,,,,,,490099.013.0,0,0,0,0,,,
721192,2017-04-02,490099.0,13.0,2.0,0.0,1.0,FC,Cutter,X,88.5,7.0,single,hit_into_play,line_drive,176.0,91.1,9.0,R,L,0.58,0.522,0.9,1.0,1.0,490099.013.0,0,0,0,0,FF,4-Seam Fastball,S
721191,2017-04-02,490099.0,14.0,1.0,0.0,0.0,CU,Curveball,S,72.6,6.0,,called_strike,,,,,R,L,,,,,,490099.014.0,0,0,0,0,,,
721190,2017-04-02,490099.0,14.0,2.0,0.0,1.0,CU,Curveball,B,73.2,13.0,,blocked_ball,,,,,R,L,,,,,,490099.014.0,0,0,0,0,CU,Curveball,S
721189,2017-04-02,490099.0,14.0,3.0,1.0,1.0,SI,Sinker,S,90.6,6.0,,foul,,,,,R,L,,,,,,490099.014.0,0,0,0,0,CU,Curveball,B
721188,2017-04-02,490099.0,14.0,4.0,1.0,2.0,FF,4-Seam Fastball,B,91.9,14.0,,ball,,,,,R,L,,,,,,490099.014.0,0,0,0,0,SI,Sinker,S
721187,2017-04-02,490099.0,14.0,5.0,2.0,2.0,FC,Cutter,B,89.9,13.0,,ball,,,,,R,L,,,,,,490099.014.0,0,0,0,0,FF,4-Seam Fastball,B
721186,2017-04-02,490099.0,14.0,6.0,3.0,2.0,FC,Cutter,S,87.6,7.0,,foul,,,,,R,L,,,,,,490099.014.0,0,0,0,0,FC,Cutter,B
721185,2017-04-02,490099.0,14.0,7.0,3.0,2.0,SI,Sinker,S,90.6,14.0,strikeout,swinging_strike,,,,,R,L,,,0.0,1.0,0.0,490099.014.0,0,0,0,0,FC,Cutter,S
721184,2017-04-02,490099.0,15.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,90.7,9.0,,called_strike,,,,,R,L,,,,,,490099.015.0,0,0,0,0,,,
721183,2017-04-02,490099.0,15.0,2.0,0.0,1.0,SI,Sinker,B,90.9,14.0,,ball,,,,,R,L,,,,,,490099.015.0,0,0,0,0,FF,4-Seam Fastball,S
721182,2017-04-02,490099.0,15.0,3.0,1.0,1.0,SI,Sinker,B,90.7,14.0,,ball,,,,,R,L,,,,,,490099.015.0,0,0,0,0,SI,Sinker,B
721181,2017-04-02,490099.0,15.0,4.0,2.0,1.0,CH,Changeup,S,84.0,13.0,,foul,,31.0,85.0,1.0,R,L,,,,,,490099.015.0,0,0,0,0,SI,Sinker,B
721180,2017-04-02,490099.0,15.0,5.0,2.0,2.0,FF,4-Seam Fastball,S,91.9,9.0,,foul,,212.0,78.2,59.0,R,L,,,,,,490099.015.0,0,0,0,0,CH,Changeup,S
721179,2017-04-02,490099.0,15.0,6.0,2.0,2.0,CH,Changeup,S,85.5,14.0,,foul,,,,,R,L,,,,,,490099.015.0,0,0,0,0,FF,4-Seam Fastball,S
721178,2017-04-02,490099.0,15.0,7.0,2.0,2.0,FF,4-Seam Fastball,S,92.8,14.0,strikeout,called_strike,,,,,R,L,,,0.0,1.0,0.0,490099.015.0,0,0,0,0,CH,Changeup,S
721177,2017-04-02,490099.0,16.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,91.9,2.0,,foul,,,,,R,L,,,,,,490099.016.0,0,0,0,0,,,
721176,2017-04-02,490099.0,16.0,2.0,0.0,1.0,FF,4-Seam Fastball,S,91.7,5.0,,foul,,,,,R,L,,,,,,490099.016.0,0,0,0,0,FF,4-Seam Fastball,S
721175,2017-04-02,490099.0,16.0,3.0,0.0,2.0,CU,Curveball,B,75.4,13.0,,blocked_ball,,,,,R,L,,,,,,490099.016.0,0,0,0,0,FF,4-Seam Fastball,S
721174,2017-04-02,490099.0,16.0,4.0,1.0,2.0,FF,4-Seam Fastball,S,92.5,4.0,,foul,,,,,R,L,,,,,,490099.016.0,0,0,0,0,CU,Curveball,B
721173,2017-04-02,490099.0,16.0,5.0,1.0,2.0,CU,Curveball,B,75.0,14.0,,blocked_ball,,,,,R,L,,,,,,490099.016.0,0,0,0,0,FF,4-Seam Fastball,S
721172,2017-04-02,490099.0,16.0,6.0,2.0,2.0,FC,Cutter,S,89.7,13.0,strikeout,swinging_strike,,,,,R,L,,,0.0,1.0,0.0,490099.016.0,0,0,0,0,CU,Curveball,B
721171,2017-04-02,490099.0,17.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,89.1,5.0,,called_strike,,,,,L,R,,,,,,490099.017.0,0,0,0,0,,,
721170,2017-04-02,490099.0,17.0,2.0,0.0,1.0,SL,Slider,S,80.0,14.0,,swinging_strike,,,,,L,R,,,,,,490099.017.0,0,0,0,0,FF,4-Seam Fastball,S
721169,2017-04-02,490099.0,17.0,3.0,0.0,2.0,SL,Slider,S,82.2,14.0,strikeout,swinging_strike,,,,,L,R,,,0.0,1.0,0.0,490099.017.0,0,0,0,0,SL,Slider,S
721168,2017-04-02,490099.0,18.0,1.0,0.0,0.0,SI,Sinker,S,93.1,3.0,,called_strike,,,,,R,R,,,,,,490099.018.0,0,0,0,0,,,
721167,2017-04-02,490099.0,18.0,2.0,0.0,1.0,SI,Sinker,B,96.0,14.0,,ball,,,,,R,R,,,,,,490099.018.0,0,0,0,0,SI,Sinker,S
721166,2017-04-02,490099.0,18.0,3.0,1.0,1.0,SL,Slider,S,83.9,14.0,,swinging_strike,,,,,R,R,,,,,,490099.018.0,0,0,0,0,SI,Sinker,B
721165,2017-04-02,490099.0,18.0,4.0,1.0,2.0,FF,4-Seam Fastball,X,98.9,4.0,field_out,hit_into_play,fly_ball,309.0,88.5,37.0,R,R,0.033,0.062,0.0,1.0,0.0,490099.018.0,0,0,0,0,SL,Slider,S
721164,2017-04-02,490099.0,19.0,1.0,0.0,0.0,SL,Slider,B,85.4,11.0,,ball,,,,,L,R,,,,,,490099.019.0,0,0,0,0,,,
721163,2017-04-02,490099.0,19.0,2.0,1.0,0.0,CH,Changeup,B,87.2,14.0,,ball,,,,,L,R,,,,,,490099.019.0,0,0,0,0,SL,Slider,B
721162,2017-04-02,490099.0,19.0,3.0,2.0,0.0,SI,Sinker,S,95.4,13.0,,foul,,,,,L,R,,,,,,490099.019.0,0,0,0,0,CH,Changeup,B
721161,2017-04-02,490099.0,19.0,4.0,2.0,1.0,SI,Sinker,B,95.3,14.0,,ball,,,,,L,R,,,,,,490099.019.0,0,0,0,0,SI,Sinker,S
721160,2017-04-02,490099.0,19.0,5.0,3.0,1.0,SI,Sinker,X,96.1,8.0,double,hit_into_play,line_drive,340.0,103.3,14.0,L,R,0.7,0.708,1.25,1.0,1.0,490099.019.0,0,0,0,0,SI,Sinker,B
721159,2017-04-02,490099.0,20.0,1.0,0.0,0.0,CH,Changeup,S,85.9,8.0,,foul,,,,,R,R,,,,,,490099.020.0,0,0,0,0,,,
721158,2017-04-02,490099.0,20.0,2.0,0.0,1.0,SL,Slider,S,83.9,12.0,,swinging_strike,,,,,R,R,,,,,,490099.020.0,0,0,0,0,CH,Changeup,S
721157,2017-04-02,490099.0,20.0,3.0,0.0,2.0,CH,Changeup,S,87.5,7.0,,foul,,206.0,104.7,13.0,R,R,,,,,,490099.020.0,0,0,0,0,SL,Slider,S
721156,2017-04-02,490099.0,20.0,4.0,0.0,2.0,SL,Slider,S,85.3,6.0,strikeout,swinging_strike,,,,,R,R,,,0.0,1.0,0.0,490099.020.0,0,0,0,0,CH,Changeup,S
721155,2017-04-02,490099.0,21.0,1.0,0.0,0.0,SI,Sinker,B,90.1,14.0,,ball,,,,,R,L,,,,,,490099.021.0,0,0,0,0,,,
721154,2017-04-02,490099.0,21.0,2.0,1.0,0.0,SI,Sinker,S,89.7,14.0,,called_strike,,,,,R,L,,,,,,490099.021.0,0,0,0,0,SI,Sinker,B
721153,2017-04-02,490099.0,21.0,3.0,1.0,1.0,CU,Curveball,S,69.4,12.0,,called_strike,,,,,R,L,,,,,,490099.021.0,0,0,0,0,SI,Sinker,S
721152,2017-04-02,490099.0,21.0,4.0,1.0,2.0,CH,Changeup,S,83.6,14.0,,foul,,,,,R,L,,,,,,490099.021.0,0,0,0,0,CU,Curveball,S
721151,2017-04-02,490099.0,21.0,5.0,1.0,2.0,FC,Cutter,S,88.6,11.0,,foul,,6.0,67.5,-30.0,R,L,,,,,,490099.021.0,0,0,0,0,CH,Changeup,S
721150,2017-04-02,490099.0,21.0,6.0,1.0,2.0,CH,Changeup,B,84.4,12.0,,ball,,,,,R,L,,,,,,490099.021.0,0,0,0,0,FC,Cutter,S
721149,2017-04-02,490099.0,21.0,7.0,2.0,2.0,SI,Sinker,X,90.6,14.0,single,hit_into_play,ground_ball,1.0,75.9,-48.0,R,L,0.167,0.172,0.9,1.0,1.0,490099.021.0,0,0,0,0,CH,Changeup,B
721148,2017-04-02,490099.0,22.0,1.0,0.0,0.0,CU,Curveball,S,72.7,1.0,,called_strike,,,,,R,L,,,,,,490099.022.0,0,0,0,0,,,
721147,2017-04-02,490099.0,22.0,2.0,0.0,1.0,FC,Cutter,S,89.0,13.0,,swinging_strike,,,,,R,L,,,,,,490099.022.0,0,0,0,0,CU,Curveball,S
721146,2017-04-02,490099.0,22.0,3.0,0.0,2.0,FC,Cutter,X,88.9,5.0,single,hit_into_play,ground_ball,83.0,89.9,2.0,R,L,0.36,0.349,0.9,1.0,1.0,490099.022.0,0,0,0,0,FC,Cutter,S
721145,2017-04-02,490099.0,23.0,1.0,0.0,0.0,CU,Curveball,B,72.4,13.0,,ball,,,,,L,L,,,,,,490099.023.0,0,0,0,0,,,
721144,2017-04-02,490099.0,23.0,2.0,1.0,0.0,FC,Cutter,S,88.4,13.0,,called_strike,,,,,L,L,,,,,,490099.023.0,0,0,0,0,CU,Curveball,B
721143,2017-04-02,490099.0,23.0,3.0,1.0,1.0,SI,Sinker,B,90.1,13.0,,ball,,,,,L,L,,,,,,490099.023.0,0,0,0,0,FC,Cutter,S
721142,2017-04-02,490099.0,23.0,4.0,2.0,1.0,FF,4-Seam Fastball,X,90.5,9.0,sac_fly,hit_into_play,line_drive,285.0,103.7,15.0,L,L,0.647,0.736,0.0,1.0,0.0,490099.023.0,0,0,0,0,SI,Sinker,B
721141,2017-04-02,490099.0,24.0,1.0,0.0,0.0,SI,Sinker,S,91.9,9.0,,called_strike,,,,,R,L,,,,,,490099.024.0,0,0,0,0,,,
721140,2017-04-02,490099.0,24.0,2.0,0.0,1.0,CH,Changeup,B,85.3,14.0,,ball,,,,,R,L,,,,,,490099.024.0,0,0,0,0,SI,Sinker,S
721139,2017-04-02,490099.0,24.0,3.0,1.0,1.0,CH,Changeup,B,84.7,13.0,,blocked_ball,,,,,R,L,,,,,,490099.024.0,0,0,0,0,CH,Changeup,B
721138,2017-04-02,490099.0,24.0,4.0,2.0,1.0,FC,Cutter,S,88.4,5.0,,foul,,177.0,65.9,54.0,R,L,,,,,,490099.024.0,0,0,0,0,CH,Changeup,B
721137,2017-04-02,490099.0,24.0,5.0,2.0,2.0,SI,Sinker,S,91.0,14.0,,foul,,,,,R,L,,,,,,490099.024.0,0,0,0,0,FC,Cutter,S
721136,2017-04-02,490099.0,24.0,6.0,2.0,2.0,FF,4-Seam Fastball,S,90.4,5.0,strikeout,foul_tip,,,,,R,L,,,0.0,1.0,0.0,490099.024.0,0,0,0,0,SI,Sinker,S
721135,2017-04-02,490099.0,25.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,91.0,6.0,,called_strike,,,,,R,L,,,,,,490099.025.0,0,0,0,0,,,
721134,2017-04-02,490099.0,25.0,2.0,0.0,1.0,FC,Cutter,B,87.7,14.0,,ball,,,,,R,L,,,,,,490099.025.0,0,0,0,0,FF,4-Seam Fastball,S
721133,2017-04-02,490099.0,25.0,3.0,1.0,1.0,FF,4-Seam Fastball,S,90.6,9.0,,foul_tip,,,,,R,L,,,,,,490099.025.0,0,0,0,0,FC,Cutter,B
