,game_date,game_pk,at_bat_number,pitch_number,balls,strikes,pitch_type,pitch_name,type,effective_speed,zone,events,description,bb_type,hit_distance_sc,launch_speed,launch_angle,stand,p_throws,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,id_ab,is_filt_pitch,is_filt_desc,is_filt_event,is_filt_any,pitch_type_prev,pitch_name_prev,type_prev
720578,2017-04-02,490110.0,12.0,1.0,0.0,0.0,SI,Sinker,S,91.5,6.0,,foul,,65.0,85.6,87.0,R,R,,,,,,490110.012.0,0,0,0,0,,,
720577,2017-04-02,490110.0,12.0,2.0,0.0,1.0,SL,Slider,B,78.8,14.0,,ball,,,,,R,R,,,,,,490110.012.0,0,0,0,0,SI,Sinker,S
720576,2017-04-02,490110.0,12.0,3.0,1.0,1.0,SL,Slider,S,83.6,14.0,,swinging_strike,,,,,R,R,,,,,,490110.012.0,0,0,0,0,SL,Slider,B
720575,2017-04-02,490110.0,12.0,4.0,1.0,2.0,SL,Slider,B,85.0,14.0,,ball,,,,,R,R,,,,,,490110.012.0,0,0,0,0,SL,Slider,S
720574,2017-04-02,490110.0,12.0,5.0,2.0,2.0,SI,Sinker,B,91.7,12.0,,ball,,,,,R,R,,,,,,490110.012.0,0,0,0,0,SL,Slider,B
720573,2017-04-02,490110.0,12.0,6.0,3.0,2.0,SL,Slider,S,79.3,4.0,,foul,,,,,R,R,,,,,,490110.012.0,0,0,0,0,SI,Sinker,B
720572,2017-04-02,490110.0,12.0,7.0,3.0,2.0,CU,Curveball,B,73.8,14.0,walk,ball,,,,,R,R,,,0.7,1.0,0.0,490110.012.0,0,0,0,0,SL,Slider,S
720571,2017-04-02,490110.0,13.0,1.0,0.0,0.0,SI,Sinker,B,90.5,3.0,,ball,,,,,L,R,,,,,,490110.013.0,0,0,0,0,,,
720570,2017-04-02,490110.0,13.0,2.0,1.0,0.0,CH,Changeup,B,87.0,13.0,,ball,,,,,L,R,,,,,,490110.013.0,0,0,0,0,SI,Sinker,B
720569,2017-04-02,490110.0,13.0,3.0,2.0,0.0,SI,Sinker,X,89.8,8.0,field_out,hit_into_play,ground_ball,,82.9,-21.0,L,R,0.1,0.108,0.0,1.0,0.0,490110.013.0,0,0,0,0,CH,Changeup,B
720568,2017-04-02,490110.0,14.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,94.1,8.0,,called_strike,,,,,L,L,,,,,,490110.014.0,0,0,0,0,,,
720567,2017-04-02,490110.0,14.0,2.0,0.0,1.0,FF,4-Seam Fastball,S,94.4,8.0,,foul,,,,,L,L,,,,,,490110.014.0,0,0,0,0,FF,4-Seam Fastball,S
720566,2017-04-02,490110.0,14.0,3.0,0.0,2.0,FF,4-Seam Fastball,S,94.4,2.0,strikeout,swinging_strike,,,,,L,L,,,0.0,1.0,0.0,490110.014.0,0,0,0,0,FF,4-Seam Fastball,S
720565,2017-04-02,490110.0,15.0,1.0,0.0,0.0,CU,Curveball,S,76.4,7.0,,called_strike,,,,,R,L,,,,,,490110.015.0,0,0,0,0,,,
720564,2017-04-02,490110.0,15.0,2.0,0.0,1.0,FF,4-Seam Fastball,S,94.4,13.0,,foul,,90.0,76.7,6.0,R,L,,,,,,490110.015.0,0,0,0,0,CU,Curveball,S
720563,2017-04-02,490110.0,15.0,3.0,0.0,2.0,FF,4-Seam Fastball,B,93.5,12.0,,ball,,,,,R,L,,,,,,490110.015.0,0,0,0,0,FF,4-Seam Fastball,S
720562,2017-04-02,490110.0,15.0,4.0,1.0,2.0,FF,4-Seam Fastball,S,93.5,14.0,strikeout,called_strike,,,,,R,L,,,0.0,1.0,0.0,490110.015.0,0,0,0,0,FF,4-Seam Fastball,B
720561,2017-04-02,490110.0,16.0,1.0,0.0,0.0,FC,Cutter,S,90.0,13.0,,swinging_strike,,,,,R,L,,,,,,490110.016.0,0,0,0,0,,,
720560,2017-04-02,490110.0,16.0,2.0,0.0,1.0,FF,4-Seam Fastball,S,94.5,14.0,,called_strike,,,,,R,L,,,,,,490110.016.0,0,0,0,0,FC,Cutter,S
720559,2017-04-02,490110.0,16.0,3.0,0.0,2.0,FC,Cutter,S,90.1,14.0,strikeout,swinging_strike,,,,,R,L,,,0.0,1.0,0.0,490110.016.0,0,0,0,0,FF,4-Seam Fastball,S
720558,2017-04-02,490110.0,17.0,1.0,0.0,0.0,SI,Sinker,S,88.8,5.0,,foul,,,,,L,R,,,,,,490110.017.0,0,0,0,0,,,
720557,2017-04-02,490110.0,17.0,2.0,0.0,1.0,SI,Sinker,B,88.9,12.0,,ball,,,,,L,R,,,,,,490110.017.0,0,0,0,0,SI,Sinker,S
720556,2017-04-02,490110.0,17.0,3.0,1.0,1.0,CU,Curveball,B,73.1,13.0,,ball,,,,,L,R,,,,,,490110.017.0,0,0,0,0,SI,Sinker,B
720555,2017-04-02,490110.0,17.0,4.0,2.0,1.0,CH,Changeup,S,86.5,13.0,,called_strike,,,,,L,R,,,,,,490110.017.0,0,0,0,0,CU,Curveball,B
720554,2017-04-02,490110.0,17.0,5.0,2.0,2.0,SL,Slider,S,83.8,9.0,,foul,,,,,L,R,,,,,,490110.017.0,0,0,0,0,CH,Changeup,S
720553,2017-04-02,490110.0,17.0,6.0,2.0,2.0,SI,Sinker,S,92.0,11.0,,foul,,214.0,75.7,55.0,L,R,,,,,,490110.017.0,0,0,0,0,SL,Slider,S
720552,2017-04-02,490110.0,17.0,7.0,2.0,2.0,SL,Slider,S,82.4,9.0,strikeout,called_strike,,,,,L,R,,,0.0,1.0,0.0,490110.017.0,0,0,0,0,SI,Sinker,S
720551,2017-04-02,490110.0,18.0,1.0,0.0,0.0,SI,Sinker,B,89.5,1.0,,ball,,,,,R,R,,,,,,490110.018.0,0,0,0,0,,,
720550,2017-04-02,490110.0,18.0,2.0,1.0,0.0,SL,Slider,S,80.5,14.0,,swinging_strike,,,,,R,R,,,,,,490110.018.0,0,0,0,0,SI,Sinker,B
720549,2017-04-02,490110.0,18.0,3.0,1.0,1.0,CH,Changeup,S,84.5,14.0,,called_strike,,,,,R,R,,,,,,490110.018.0,0,0,0,0,SL,Slider,S
720548,2017-04-02,490110.0,18.0,4.0,1.0,2.0,SI,Sinker,B,91.9,14.0,,ball,,,,,R,R,,,,,,490110.018.0,0,0,0,0,CH,Changeup,S
720547,2017-04-02,490110.0,18.0,5.0,2.0,2.0,CH,Changeup,S,86.0,9.0,strikeout,swinging_strike,,,,,R,R,,,0.0,1.0,0.0,490110.018.0,0,0,0,0,SI,Sinker,B
720546,2017-04-02,490110.0,19.0,1.0,0.0,0.0,SI,Sinker,S,90.5,5.0,,swinging_strike,,,,,R,R,,,,,,490110.019.0,0,0,0,0,,,
720545,2017-04-02,490110.0,19.0,2.0,0.0,1.0,SI,Sinker,B,91.2,12.0,,ball,,,,,R,R,,,,,,490110.019.0,0,0,0,0,SI,Sinker,S
720544,2017-04-02,490110.0,19.0,3.0,1.0,1.0,FF,4-Seam Fastball,B,89.6,14.0,,ball,,,,,R,R,,,,,,490110.019.0,0,0,0,0,SI,Sinker,B
720543,2017-04-02,490110.0,19.0,4.0,2.0,1.0,CU,Curveball,B,73.7,14.0,,ball,,,,,R,R,,,,,,490110.019.0,0,0,0,0,FF,4-Seam Fastball,B
720542,2017-04-02,490110.0,19.0,5.0,3.0,1.0,SL,Slider,S,83.8,9.0,,swinging_strike,,,,,R,R,,,,,,490110.019.0,0,0,0,0,CU,Curveball,B
720541,2017-04-02,490110.0,19.0,6.0,3.0,2.0,SL,Slider,X,82.8,9.0,field_out,hit_into_play,ground_ball,24.0,95.5,-2.0,R,R,0.373,0.336,0.0,1.0,0.0,490110.019.0,0,0,0,0,SL,Slider,S
720540,2017-04-02,490110.0,20.0,1.0,0.0,0.0,FF,4-Seam Fastball,B,92.9,13.0,,ball,,,,,L,L,,,,,,490110.020.0,0,0,0,0,,,
720539,2017-04-02,490110.0,20.0,2.0,1.0,0.0,FF,4-Seam Fastball,X,93.2,8.0,field_out,hit_into_play,ground_ball,,82.9,-21.0,L,L,0.1,0.108,0.0,1.0,0.0,490110.020.0,0,0,0,0,FF,4-Seam Fastball,B
720538,2017-04-02,490110.0,21.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,93.1,6.0,,called_strike,,,,,R,L,,,,,,490110.021.0,0,0,0,0,,,
720537,2017-04-02,490110.0,21.0,2.0,0.0,1.0,FF,4-Seam Fastball,S,92.7,8.0,,foul,,178.0,68.6,39.0,R,L,,,,,,490110.021.0,0,0,0,0,FF,4-Seam Fastball,S
720536,2017-04-02,490110.0,21.0,3.0,0.0,2.0,FC,Cutter,B,89.7,14.0,,ball,,,,,R,L,,,,,,490110.021.0,0,0,0,0,FF,4-Seam Fastball,S
720535,2017-04-02,490110.0,21.0,4.0,1.0,2.0,FC,Cutter,S,88.5,13.0,,foul,,,,,R,L,,,,,,490110.021.0,0,0,0,0,FC,Cutter,B
720534,2017-04-02,490110.0,21.0,5.0,1.0,2.0,CU,Curveball,X,77.5,6.0,field_out,hit_into_play,fly_ball,313.0,88.2,36.0,R,L,0.033,0.042,0.0,1.0,0.0,490110.021.0,0,0,0,0,FC,Cutter,S
720533,2017-04-02,490110.0,22.0,1.0,0.0,0.0,FC,Cutter,S,88.4,7.0,,foul,,,,,R,L,,,,,,490110.022.0,0,0,0,0,,,
720532,2017-04-02,490110.0,22.0,2.0,0.0,1.0,FF,4-Seam Fastball,X,93.7,5.0,field_out,hit_into_play,line_drive,294.0,98.7,17.0,R,L,0.473,0.591,0.0,1.0,0.0,490110.022.0,0,0,0,0,FC,Cutter,S
720531,2017-04-02,490110.0,23.0,1.0,0.0,0.0,SI,Sinker,B,89.6,13.0,,ball,,,,,L,R,,,,,,490110.023.0,0,0,0,0,,,
720530,2017-04-02,490110.0,23.0,2.0,1.0,0.0,CH,Changeup,B,85.3,13.0,,ball,,,,,L,R,,,,,,490110.023.0,0,0,0,0,SI,Sinker,B
720529,2017-04-02,490110.0,23.0,3.0,2.0,0.0,SI,Sinker,S,89.4,13.0,,called_strike,,,,,L,R,,,,,,490110.023.0,0,0,0,0,CH,Changeup,B
720528,2017-04-02,490110.0,23.0,4.0,2.0,1.0,CH,Changeup,S,85.8,14.0,,foul,,,,,L,R,,,,,,490110.023.0,0,0,0,0,SI,Sinker,S
720527,2017-04-02,490110.0,23.0,5.0,2.0,2.0,SI,Sinker,B,91.2,11.0,,ball,,,,,L,R,,,,,,490110.023.0,0,0,0,0,CH,Changeup,S
720526,2017-04-02,490110.0,23.0,6.0,3.0,2.0,FF,4-Seam Fastball,X,90.4,9.0,field_out,hit_into_play,fly_ball,251.0,90.6,54.0,L,R,0.0,0.0,0.0,1.0,0.0,490110.023.0,0,0,0,0,SI,Sinker,B
720525,2017-04-02,490110.0,24.0,1.0,0.0,0.0,SL,Slider,S,83.5,9.0,,called_strike,,,,,R,R,,,,,,490110.024.0,0,0,0,0,,,
720524,2017-04-02,490110.0,24.0,2.0,0.0,1.0,SI,Sinker,B,89.8,13.0,,ball,,,,,R,R,,,,,,490110.024.0,0,0,0,0,SL,Slider,S
720523,2017-04-02,490110.0,24.0,3.0,1.0,1.0,SL,Slider,X,82.7,8.0,double,hit_into_play,line_drive,349.0,107.9,13.0,R,R,0.793,0.835,1.25,1.0,1.0,490110.024.0,0,0,0,0,SI,Sinker,B
720522,2017-04-02,490110.0,25.0,1.0,0.0,0.0,SI,Sinker,B,89.4,12.0,,ball,,,,,L,R,,,,,,490110.025.0,0,0,0,0,,,
720521,2017-04-02,490110.0,25.0,2.0,1.0,0.0,SL,Slider,S,83.0,8.0,,called_strike,,,,,L,R,,,,,,490110.025.0,0,0,0,0,SI,Sinker,B
720520,2017-04-02,490110.0,25.0,3.0,1.0,1.0,SI,Sinker,S,89.1,6.0,,foul,,,,,L,R,,,,,,490110.025.0,0,0,0,0,SL,Slider,S
720519,2017-04-02,490110.0,25.0,4.0,1.0,2.0,SL,Slider,B,79.9,14.0,,blocked_ball,,,,,L,R,,,,,,490110.025.0,0,0,0,0,SI,Sinker,S
720518,2017-04-02,490110.0,25.0,5.0,2.0,2.0,SL,Slider,S,78.7,14.0,strikeout,swinging_strike_blocked,,,,,L,R,,,0.0,1.0,0.0,490110.025.0,0,0,0,0,SL,Slider,B
720517,2017-04-02,490110.0,26.0,1.0,0.0,0.0,CH,Changeup,X,86.5,13.0,field_out,hit_into_play,ground_ball,,82.9,-21.0,L,R,0.1,0.108,0.0,1.0,0.0,490110.026.0,0,0,0,0,,,
720516,2017-04-02,490110.0,27.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,93.2,8.0,,called_strike,,,,,R,L,,,,,,490110.027.0,0,0,0,0,,,
720515,2017-04-02,490110.0,27.0,2.0,0.0,1.0,FC,Cutter,B,89.3,13.0,,ball,,,,,R,L,,,,,,490110.027.0,0,0,0,0,FF,4-Seam Fastball,S
720514,2017-04-02,490110.0,27.0,3.0,1.0,1.0,FF,4-Seam Fastball,X,93.0,8.0,field_out,hit_into_play,fly_ball,354.0,94.4,24.0,R,L,0.247,0.259,0.0,1.0,0.0,490110.027.0,0,0,0,0,FC,Cutter,B
720513,2017-04-02,490110.0,28.0,1.0,0.0,0.0,FC,Cutter,B,89.8,14.0,,ball,,,,,R,L,,,,,,490110.028.0,0,0,0,0,,,
720512,2017-04-02,490110.0,28.0,2.0,1.0,0.0,FC,Cutter,S,88.6,7.0,,foul,,3.0,44.5,-38.0,R,L,,,,,,490110.028.0,0,0,0,0,FC,Cutter,B
720511,2017-04-02,490110.0,28.0,3.0,1.0,1.0,CU,Curveball,S,76.2,8.0,,foul,,,,,R,L,,,,,,490110.028.0,0,0,0,0,FC,Cutter,S
720510,2017-04-02,490110.0,28.0,4.0,1.0,2.0,FF,4-Seam Fastball,B,93.8,13.0,,ball,,,,,R,L,,,,,,490110.028.0,0,0,0,0,CU,Curveball,S
720509,2017-04-02,490110.0,28.0,5.0,2.0,2.0,CU,Curveball,S,76.7,13.0,strikeout,swinging_strike_blocked,,,,,R,L,,,0.0,1.0,0.0,490110.028.0,0,0,0,0,FF,4-Seam Fastball,B
720508,2017-04-02,490110.0,29.0,1.0,0.0,0.0,FC,Cutter,S,89.7,8.0,,swinging_strike,,,,,R,L,,,,,,490110.029.0,0,0,0,0,,,
720507,2017-04-02,490110.0,29.0,2.0,0.0,1.0,FF,4-Seam Fastball,B,93.5,14.0,,ball,,,,,R,L,,,,,,490110.029.0,0,0,0,0,FC,Cutter,S
720506,2017-04-02,490110.0,29.0,3.0,1.0,1.0,FC,Cutter,X,88.4,4.0,field_out,hit_into_play,fly_ball,374.0,106.3,41.0,R,L,0.473,0.955,0.0,1.0,0.0,490110.029.0,0,0,0,0,FF,4-Seam Fastball,B
720505,2017-04-02,490110.0,30.0,1.0,0.0,0.0,CU,Curveball,S,71.3,4.0,,called_strike,,,,,R,R,,,,,,490110.030.0,0,0,0,0,,,
720504,2017-04-02,490110.0,30.0,2.0,0.0,1.0,FF,4-Seam Fastball,B,90.0,14.0,,ball,,,,,R,R,,,,,,490110.030.0,0,0,0,0,CU,Curveball,S
720503,2017-04-02,490110.0,30.0,3.0,1.0,1.0,FF,4-Seam Fastball,S,89.8,5.0,,foul,,139.0,81.2,76.0,R,R,,,,,,490110.030.0,0,0,0,0,FF,4-Seam Fastball,B
720502,2017-04-02,490110.0,30.0,4.0,1.0,2.0,SI,Sinker,X,90.6,2.0,home_run,hit_into_play,line_drive,416.0,112.5,18.0,R,R,0.927,1.49,2.0,1.0,0.0,490110.030.0,0,0,0,0,FF,4-Seam Fastball,S
720501,2017-04-02,490110.0,31.0,1.0,0.0,0.0,CU,Curveball,S,73.4,14.0,,called_strike,,,,,L,R,,,,,,490110.031.0,0,0,0,0,,,
720500,2017-04-02,490110.0,31.0,2.0,0.0,1.0,CU,Curveball,B,74.4,14.0,,ball,,,,,L,R,,,,,,490110.031.0,0,0,0,0,CU,Curveball,S
720499,2017-04-02,490110.0,31.0,3.0,1.0,1.0,SI,Sinker,S,89.2,9.0,,foul,,,,,L,R,,,,,,490110.031.0,0,0,0,0,CU,Curveball,B
720498,2017-04-02,490110.0,31.0,4.0,1.0,2.0,SI,Sinker,B,90.2,11.0,,ball,,,,,L,R,,,,,,490110.031.0,0,0,0,0,SI,Sinker,S
720497,2017-04-02,490110.0,31.0,5.0,2.0,2.0,CH,Changeup,X,87.1,4.0,field_out,hit_into_play,fly_ball,278.0,90.8,47.0,L,R,0.0,0.0,0.0,1.0,0.0,490110.031.0,0,0,0,0,SI,Sinker,B
720496,2017-04-02,490110.0,32.0,1.0,0.0,0.0,CH,Changeup,S,86.3,14.0,,swinging_strike,,2.0,,,L,R,,,,,,490110.032.0,0,0,0,0,,,
720495,2017-04-02,490110.0,32.0,2.0,0.0,1.0,SI,Sinker,B,89.3,11.0,,ball,,,,,L,R,,,,,,490110.032.0,0,0,0,0,CH,Changeup,S
720494,2017-04-02,490110.0,32.0,3.0,1.0,1.0,CU,Curveball,X,72.9,4.0,field_out,hit_into_play,fly_ball,310.0,89.1,41.0,L,R,0.013,0.021,0.0,1.0,0.0,490110.032.0,0,0,0,0,SI,Sinker,B
720493,2017-04-02,490110.0,33.0,1.0,0.0,0.0,SI,Sinker,S,89.7,14.0,,called_strike,,,,,R,R,,,,,,490110.033.0,0,0,0,0,,,
720492,2017-04-02,490110.0,33.0,2.0,0.0,1.0,CH,Changeup,B,86.6,13.0,,ball,,,,,R,R,,,,,,490110.033.0,0,0,0,0,SI,Sinker,S
720491,2017-04-02,490110.0,33.0,3.0,1.0,1.0,SI,Sinker,X,89.6,11.0,field_out,hit_into_play,popup,30.0,57.7,83.0,R,R,0.0,0.0,0.0,1.0,0.0,490110.033.0,0,0,0,0,CH,Changeup,B
720490,2017-04-02,490110.0,34.0,1.0,0.0,0.0,FF,4-Seam Fastball,B,92.9,6.0,,ball,,,,,L,L,,,,,,490110.034.0,0,0,0,0,,,
720489,2017-04-02,490110.0,34.0,2.0,1.0,0.0,FF,4-Seam Fastball,S,92.8,13.0,,called_strike,,,,,L,L,,,,,,490110.034.0,0,0,0,0,FF,4-Seam Fastball,B
720488,2017-04-02,490110.0,34.0,3.0,1.0,1.0,CU,Curveball,S,77.9,8.0,,foul,,,,,L,L,,,,,,490110.034.0,0,0,0,0,FF,4-Seam Fastball,S
720487,2017-04-02,490110.0,34.0,4.0,1.0,2.0,FF,4-Seam Fastball,B,94.4,11.0,,ball,,,,,L,L,,,,,,490110.034.0,0,0,0,0,CU,Curveball,S
720486,2017-04-02,490110.0,34.0,5.0,2.0,2.0,FF,4-Seam Fastball,B,94.5,13.0,,ball,,,,,L,L,,,,,,490110.034.0,0,0,0,0,FF,4-Seam Fastball,B
720485,2017-04-02,490110.0,34.0,6.0,3.0,2.0,FF,4-Seam Fastball,S,94.3,6.0,strikeout,swinging_strike,,,,,L,L,,,0.0,1.0,0.0,490110.034.0,0,0,0,0,FF,4-Seam Fastball,B
720484,2017-04-02,490110.0,35.0,1.0,0.0,0.0,FC,Cutter,S,89.8,13.0,,foul,,65.0,97.2,3.0,R,L,,,,,,490110.035.0,0,0,0,0,,,
720483,2017-04-02,490110.0,35.0,2.0,0.0,1.0,FF,4-Seam Fastball,S,93.6,13.0,,foul,,,,,R,L,,,,,,490110.035.0,0,0,0,0,FC,Cutter,S
720482,2017-04-02,490110.0,35.0,3.0,0.0,2.0,FF,4-Seam Fastball,S,93.5,1.0,,foul,,,,,R,L,,,,,,490110.035.0,0,0,0,0,FF,4-Seam Fastball,S
720481,2017-04-02,490110.0,35.0,4.0,0.0,2.0,CU,Curveball,S,77.3,13.0,strikeout,swinging_strike_blocked,,,,,R,L,,,0.0,1.0,0.0,490110.035.0,0,0,0,0,FF,4-Seam Fastball,S
720480,2017-04-02,490110.0,36.0,1.0,0.0,0.0,FF,4-Seam Fastball,B,95.0,13.0,,ball,,,,,R,L,,,,,,490110.036.0,0,0,0,0,,,
720479,2017-04-02,490110.0,36.0,2.0,1.0,0.0,FF,4-Seam Fastball,B,94.4,13.0,,ball,,,,,R,L,,,,,,490110.036.0,0,0,0,0,FF,4-Seam Fastball,B
720478,2017-04-02,490110.0,36.0,3.0,2.0,0.0,FC,Cutter,S,88.3,13.0,,foul,,7.0,65.6,-19.0,R,L,,,,,,490110.036.0,0,0,0,0,FF,4-Seam Fastball,B
720477,2017-04-02,490110.0,36.0,4.0,2.0,1.0,FF,4-Seam Fastball,X,92.6,8.0,field_out,hit_into_play,ground_ball,7.0,86.3,-17.0,R,L,0.127,0.114,0.0,1.0,0.0,490110.036.0,0,0,0,0,FC,Cutter,S
720476,2017-04-02,490110.0,37.0,1.0,0.0,0.0,SI,Sinker,B,94.2,14.0,,ball,,,,,R,R,,,,,,490110.037.0,0,0,0,0,,,
720475,2017-04-02,490110.0,37.0,2.0,1.0,0.0,SI,Sinker,X,94.5,8.0,field_out,hit_into_play,fly_ball,247.0,97.6,55.0,R,R,0.02,0.028,0.0,1.0,0.0,490110.037.0,0,0,0,0,SI,Sinker,B
720474,2017-04-02,490110.0,38.0,1.0,0.0,0.0,SI,Sinker,X,94.9,8.0,double,hit_into_play,fly_ball,399.0,104.4,24.0,L,R,0.927,1.712,1.25,1.0,1.0,490110.038.0,0,0,0,0,,,
720473,2017-04-02,490110.0,39.0,1.0,0.0,0.0,SL,Slider,S,87.3,14.0,,swinging_strike,,,,,R,R,,,,,,490110.039.0,0,0,0,0,,,
720472,2017-04-02,490110.0,39.0,2.0,0.0,1.0,SL,Slider,X,85.8,7.0,single,hit_into_play,ground_ball,,90.3,-17.0,R,R,0.187,0.197,0.9,1.0,1.0,490110.039.0,0,0,0,0,SL,Slider,S
720471,2017-04-02,490110.0,40.0,1.0,0.0,0.0,FF,4-Seam Fastball,B,91.7,13.0,,ball,,,,,R,L,,,,,,490110.040.0,0,0,0,0,,,
720470,2017-04-02,490110.0,40.0,2.0,1.0,0.0,FS,Split-Finger,S,81.6,13.0,,swinging_strike,,,,,R,L,,,,,,490110.040.0,0,0,0,0,FF,4-Seam Fastball,B
720469,2017-04-02,490110.0,40.0,3.0,1.0,1.0,FF,4-Seam Fastball,S,92.4,1.0,,swinging_strike,,,,,R,L,,,,,,490110.040.0,0,0,0,0,FS,Split-Finger,S
720468,2017-04-02,490110.0,40.0,4.0,1.0,2.0,FS,Split-Finger,B,83.0,13.0,,ball,,,,,R,L,,,,,,490110.040.0,0,0,0,0,FF,4-Seam Fastball,S
720467,2017-04-02,490110.0,40.0,5.0,2.0,2.0,FS,Split-Finger,B,83.2,13.0,,ball,,,,,R,L,,,,,,490110.040.0,0,0,0,0,FS,Split-Finger,B
720466,2017-04-02,490110.0,40.0,6.0,3.0,2.0,FF,4-Seam Fastball,S,92.0,8.0,,foul,,,,,R,L,,,,,,490110.040.0,0,0,0,0,FS,Split-Finger,B
720465,2017-04-02,490110.0,40.0,7.0,3.0,2.0,FF,4-Seam Fastball,S,92.5,14.0,strikeout,called_strike,,,,,R,L,,,0.0,1.0,0.0,490110.040.0,0,0,0,0,FF,4-Seam Fastball,S
720464,2017-04-02,490110.0,41.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,92.0,7.0,,called_strike,,,,,L,L,,,,,,490110.041.0,0,0,0,0,,,
720463,2017-04-02,490110.0,41.0,2.0,0.0,1.0,FF,4-Seam Fastball,S,93.1,2.0,,foul,,206.0,66.2,35.0,L,L,,,,,,490110.041.0,0,0,0,0,FF,4-Seam Fastball,S
720462,2017-04-02,490110.0,41.0,3.0,0.0,2.0,FC,Cutter,B,89.3,13.0,,ball,,,,,L,L,,,,,,490110.041.0,0,0,0,0,FF,4-Seam Fastball,S
720461,2017-04-02,490110.0,41.0,4.0,1.0,2.0,FF,4-Seam Fastball,B,93.1,13.0,,ball,,,,,L,L,,,,,,490110.041.0,0,0,0,0,FC,Cutter,B
720460,2017-04-02,490110.0,41.0,5.0,2.0,2.0,CU,Curveball,S,78.4,13.0,strikeout,swinging_strike,,,,,L,L,,,0.0,1.0,0.0,490110.041.0,0,0,0,0,FF,4-Seam Fastball,B
720459,2017-04-02,490110.0,42.0,1.0,0.0,0.0,FF,4-Seam Fastball,B,93.1,13.0,,ball,,,,,R,L,,,,,,490110.042.0,0,0,0,0,,,
720458,2017-04-02,490110.0,42.0,2.0,1.0,0.0,FC,Cutter,X,89.4,7.0,triple,hit_into_play,ground_ball,,94.3,-12.0,R,L,0.173,0.156,1.6,1.0,1.0,490110.042.0,0,0,0,0,FF,4-Seam Fastball,B
720457,2017-04-02,490110.0,43.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,92.9,13.0,,called_strike,,,,,R,L,,,,,,490110.043.0,0,0,0,0,,,
720456,2017-04-02,490110.0,43.0,2.0,0.0,1.0,FF,4-Seam Fastball,X,92.7,2.0,single,hit_into_play,line_drive,254.0,96.1,14.0,R,L,0.827,0.794,0.9,1.0,1.0,490110.043.0,0,0,0,0,FF,4-Seam Fastball,S
720455,2017-04-02,490110.0,44.0,1.0,0.0,0.0,FC,Cutter,S,86.7,13.0,,called_strike,,,,,R,L,,,,,,490110.044.0,0,0,0,0,,,
720454,2017-04-02,490110.0,44.0,2.0,0.0,1.0,FF,4-Seam Fastball,X,92.8,5.0,home_run,hit_into_play,fly_ball,392.0,104.1,32.0,R,L,0.807,1.583,2.0,1.0,0.0,490110.044.0,0,0,0,0,FC,Cutter,S
720453,2017-04-02,490110.0,45.0,1.0,0.0,0.0,CU,Curveball,B,75.2,12.0,,ball,,,,,R,L,,,,,,490110.045.0,0,0,0,0,,,
720452,2017-04-02,490110.0,45.0,2.0,1.0,0.0,FC,Cutter,S,88.3,6.0,,called_strike,,,,,R,L,,,,,,490110.045.0,0,0,0,0,CU,Curveball,B
720451,2017-04-02,490110.0,45.0,3.0,1.0,1.0,CU,Curveball,S,77.2,4.0,,foul,,,,,R,L,,,,,,490110.045.0,0,0,0,0,FC,Cutter,S
720450,2017-04-02,490110.0,45.0,4.0,1.0,2.0,CU,Curveball,S,77.0,13.0,strikeout,swinging_strike,,,,,R,L,,,0.0,1.0,0.0,490110.045.0,0,0,0,0,CU,Curveball,S
720449,2017-04-02,490110.0,46.0,1.0,0.0,0.0,FC,Cutter,S,89.5,5.0,,called_strike,,,,,R,L,,,,,,490110.046.0,0,0,0,0,,,
720448,2017-04-02,490110.0,46.0,2.0,0.0,1.0,FC,Cutter,S,88.9,14.0,,called_strike,,,,,R,L,,,,,,490110.046.0,0,0,0,0,FC,Cutter,S
720447,2017-04-02,490110.0,46.0,3.0,0.0,2.0,FF,4-Seam Fastball,X,93.3,6.0,single,hit_into_play,ground_ball,,90.3,-17.0,R,L,0.187,0.197,0.9,1.0,1.0,490110.046.0,0,0,0,0,FC,Cutter,S
720446,2017-04-02,490110.0,47.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,92.8,5.0,,swinging_strike,,,,,L,L,,,,,,490110.047.0,0,0,0,0,,,
720445,2017-04-02,490110.0,47.0,2.0,0.0,1.0,FF,4-Seam Fastball,S,92.7,5.0,,swinging_strike,,,,,L,L,,,,,,490110.047.0,0,0,0,0,FF,4-Seam Fastball,S
720444,2017-04-02,490110.0,47.0,3.0,0.0,2.0,FF,4-Seam Fastball,S,93.8,4.0,,foul,,,,,L,L,,,,,,490110.047.0,0,0,0,0,FF,4-Seam Fastball,S
720443,2017-04-02,490110.0,47.0,4.0,0.0,2.0,FF,4-Seam Fastball,B,93.4,12.0,,ball,,,,,L,L,,,,,,490110.047.0,0,0,0,0,FF,4-Seam Fastball,S
720442,2017-04-02,490110.0,47.0,5.0,1.0,2.0,CU,Curveball,S,78.0,13.0,strikeout,swinging_strike_blocked,,,,,L,L,,,0.0,1.0,0.0,490110.047.0,0,0,0,0,FF,4-Seam Fastball,B
